IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing Services,Other Real Estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
111CA,Farms,197401,3311,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,0
113FF,"Forestry, fishing, and related activities",19,38913,0,0,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Oil and gas extraction,0,0,92069,133,10668,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13479,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"Mining, except oil and gas",0,0,1,47211,2020,0,3125,0,338,14,0,0,0,0,0,0,0,0,0,0,0,0,0,227,1116,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Support activities for mining,0,0,33,86,20744,0,1708,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Utilities,0,0,26,0,0,315845,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0
23,Construction,0,0,0,0,0,0,967111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Wood products,0,0,0,0,0,0,185,86109,107,0,483,0,0,0,0,0,429,53,0,0,0,48,0,0,49,375,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
327,Nonmetallic mineral products,0,0,0,597,5,0,535,168,90291,0,50,194,82,90,61,21,113,61,0,19,0,107,0,261,94,238,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
331,Primary metals,0,0,0,0,0,0,271,0,79,133279,1799,417,125,438,0,0,18,0,0,73,0,37,0,64,698,149,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0
332,Fabricated metal products,0,0,0,0,0,0,1888,235,267,4725,224956,3990,871,361,1356,385,239,398,0,27,0,36,36,0,202,1480,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,927,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,629,0
333,Machinery,0,0,0,0,0,0,628,0,96,321,2800,229082,1120,2076,2095,575,94,315,106,0,0,22,0,0,348,316,4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,3468,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,164,0
334,Computer and electronic products,0,0,0,0,0,0,74,14,51,226,347,2476,332637,1208,675,1993,242,817,0,68,0,57,39,0,559,194,5179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5842,24492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
335,"Electrical equipment, appliances, and components",0,0,0,0,0,0,70,0,76,909,858,1292,1615,91504,761,125,18,90,0,0,0,36,0,40,161,84,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
3361MV,"Motor vehicles, bodies and trailers, and parts",0,0,0,0,0,0,354,0,25,135,1043,1745,3926,336,460125,190,74,50,0,17,0,0,0,0,58,316,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,8415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0
3364OT,Other transportation equipment,0,0,0,0,0,0,608,0,0,6,597,2552,991,639,344,152075,0,0,0,58,0,0,0,0,62,180,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,13647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
337,Furniture and related products,0,0,0,0,0,0,290,548,249,5,456,264,1,130,87,0,71738,88,0,94,0,121,0,0,110,300,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Miscellaneous manufacturing,0,0,0,0,0,0,568,103,150,204,616,681,580,85,40,131,439,108953,0,160,27,119,144,43,831,727,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT,Food and beverage and tobacco products,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,554631,22,0,11,0,0,3025,28,5599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313TT,Textile mills and textile product mills,0,0,0,0,0,0,54,0,0,55,115,0,0,0,256,0,404,188,0,67209,365,125,70,0,5424,592,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
315AL,Apparel and leather and allied products,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,906,46040,0,0,0,0,0,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Paper products,0,0,0,0,0,0,133,86,19,137,241,0,16,0,0,0,64,315,0,327,0,147017,345,0,564,1613,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0
323,Printing and related support activities,0,0,0,0,0,0,7,0,0,0,27,0,170,0,0,0,0,243,0,53,19,706,72279,0,0,168,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,23579,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
