IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing Services,Other Real Estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
111CA,Farms,199876,3434,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0
113FF,"Forestry, fishing, and related activities",15,38753,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Oil and gas extraction,0,0,117759,476,10109,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15988,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"Mining, except oil and gas",0,0,0,46806,1141,0,3895,0,281,22,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1803,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Support activities for mining,0,0,89,62,15365,0,1307,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Utilities,0,0,207,0,0,355562,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,0
23,Construction,0,0,0,0,0,0,910906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Wood products,0,0,0,0,0,0,152,90196,135,0,599,0,0,0,0,0,620,23,0,0,0,56,0,0,76,478,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
327,Nonmetallic mineral products,0,0,0,659,7,0,421,158,91098,0,26,214,86,89,28,13,158,48,0,34,0,178,0,410,424,299,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
331,Primary metals,0,0,0,0,0,0,201,0,55,149900,1323,242,12,328,0,0,17,0,0,43,0,43,0,47,1010,147,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0
332,Fabricated metal products,0,0,0,0,0,0,2224,221,443,7634,240540,3778,821,265,2200,596,305,495,0,10,12,86,38,0,384,2236,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1047,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,692,0
333,Machinery,0,0,0,0,0,0,720,0,190,602,4237,264450,1758,2491,3349,346,348,767,35,0,0,23,0,0,1268,460,5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,3731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,236,0
334,Computer and electronic products,0,0,0,0,0,0,68,9,126,223,384,1375,477658,1985,607,1836,378,1358,0,309,0,322,248,0,1731,712,7783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5366,25399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
335,"Electrical equipment, appliances, and components",0,0,0,0,0,0,81,0,90,2780,1240,1198,2423,109263,1037,214,20,149,0,0,0,80,0,132,529,115,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
3361MV,"Motor vehicles, bodies and trailers, and parts",0,0,0,0,0,0,454,0,53,406,1144,1618,3508,304,463004,195,17,3,0,4,0,0,0,0,168,453,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,9105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0
3364OT,Other transportation equipment,0,0,0,0,0,0,502,0,0,2,586,3224,990,791,234,141606,0,0,0,124,0,0,0,0,231,218,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,12363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
337,Furniture and related products,0,0,0,0,0,0,271,396,93,5,471,116,0,60,122,0,71026,39,0,113,2,158,0,0,426,402,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Miscellaneous manufacturing,0,0,0,0,0,0,711,71,231,441,890,373,312,64,18,57,416,101860,0,323,123,135,106,175,955,872,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,5832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
311FT,Food and beverage and tobacco products,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,538850,121,389,24,0,0,4169,64,6725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT,Textile mills and textile product mills,0,0,0,0,0,0,40,0,0,47,93,0,0,0,811,0,296,101,0,76415,583,94,24,0,5249,372,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
315AL,Apparel and leather and allied products,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1479,63040,0,0,0,0,0,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
322,Paper products,0,0,0,0,0,0,109,76,11,106,182,0,24,0,0,0,65,302,0,836,0,156878,363,0,1271,1738,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0
323,Printing and related support activities,0,0,0,0,0,0,25,0,0,0,22,0,124,0,0,0,0,343,0,85,134,797,74422,0,0,241,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,29703,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
324,Petroleum and coal products,0,0,0,193,0,0,75,0,107,379,0,11,0,0,0,0,0,0,0,50,0,15,0,217438,11294,52,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Chemical products,0,0,0,227,0,0,158,30,29,116,421,313,1827,105,60,0,0,400,777,0,0,149,4,10044,409864,2665,7491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,17422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Plastics and rubber products,0,0,0,0,0,0,104,102,68,1184,687,984,241,284,866,122,187,598,0,604,0,1136,83,0,3204,163128,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0
42,Wholesale trade,0,402,0,0,0,0,2543,0,0,0,5,379,52,0,92,18,22,1614,3564,0,0,0,0,0,0,0,815188,0,0,0,0,0,0,0,0,0,25,522,80,0,0,0,0,0,0,0,0,0,0,11459,0,14295,1209,0,114,0,21,0,0,0,0,0,0,0,0,32680,0,0,0,0,0,0,0
441,Motor vehicle and parts dealers,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121548,0,0,0,0,0,0,2,0,0,435,138,0,0,0,0,2786,0,20,0,0,0,1097,0,25,36,0,0,0,46,0,0,0,0,0,160,0,0,67975,0,0,0,0,0,0,0
445,Food and beverage stores,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6165,0,0,0,0,0,0,0,0,0,125803,0,0,0,0,0,0,0,0,0,10,0,0,0,0,41,0,0,0,0,0,856,0,11,18,0,70,0,0,0,0,0,0,0,58,0,7348,330,0,0,0,0,0,0,0
452,General merchandise stores,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,1013,0,6,0,0,0,0,0,0,0,0,126526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,91,290,0,32,0,0,0,0,0,0,0,0,0,2036,3374,0,0,0,0,0,0,0
4A0,Other retail,188,0,0,0,0,0,1205,0,0,0,0,0,0,0,0,0,0,1156,0,0,283,0,62,0,0,0,0,0,0,0,489290,0,0,0,0,0,0,1320,11,0,0,0,0,467,0,14,0,38,0,5929,0,1486,971,0,1549,0,118,300,0,0,0,0,202,0,7011,11579,0,0,0,0,0,0,0
481,Air transportation,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Rail transportation,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Water transportation,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27071,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,32,0,11,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
484,Truck transportation,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,197313,0,0,1260,2304,0,0,0,0,0,0,0,0,0,0,0,0,58,172,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Transit and ground passenger transportation,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,25607,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,9,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
486,Pipeline transportation,0,0,0,0,0,1504,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,Other transportation and support activities,0,5,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,44,150,0,69,164,36,0,108247,3455,0,0,0,0,0,0,0,0,0,0,82,0,106,2306,0,11,0,40,14,0,0,0,0,2,0,99,98,0,0,0,0,0,0,0
493,Warehousing and storage,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,723,0,0,685,31847,0,0,0,0,0,0,0,0,0,0,0,0,64,88,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
511,"Publishing industries, except internet (includes software)",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,0,0,0,513,0,0,0,308,0,0,0,0,0,0,0,0,166293,0,0,4577,0,0,0,0,0,0,23,0,11556,67180,0,715,0,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Motion picture and sound recording industries,0,0,0,0,0,0,7,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,100,0,0,0,0,0,0,0,0,0,109528,0,0,0,0,0,0,0,52,41,0,145,109,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
513,Broadcasting and telecommunications,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472,0,0,0,319,0,0,0,0,0,0,0,0,0,457,481928,315,0,0,0,0,0,0,2340,0,5489,65095,0,0,0,5,0,0,0,0,0,0,0,0,2929,0,0,0,0,0,0,0
514,"Data processing, internet publishing, and other information services",0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,119,0,0,0,0,0,0,0,0,2335,0,137,51722,0,0,0,0,0,0,56,0,11384,7541,0,117,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,"Federal Reserve banks, credit intermediation, and related activities",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,461064,34655,0,0,0,0,63296,0,3096,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Securities, commodity contracts, and investments",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8729,345592,703,0,0,0,0,0,1822,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Insurance carriers and related activities,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,432617,0,0,604,0,156,4481,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91372,0,0,0,0,57,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS,Housing Services,0,0,0,0,0,0,23150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999558,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,Other Real Estate,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482906,0,0,77,40,0,0,0,0,0,0,0,0,0,4,56,0,839,0,0,0,0,0,0,0
532RL,Rental and leasing services and lessors of intangible assets,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,2156,0,0,0,232,21,0,0,0,0,0,0,0,0,6,0,0,0,772,203705,0,107,18,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0
5411,Legal services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191597,217,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,Computer systems design and related services,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7163,0,0,0,439,0,0,0,0,0,0,0,0,1496,0,169,10707,0,0,0,0,0,0,0,0,176398,3545,0,2937,0,620,0,0,0,0,0,0,0,0,3189,0,0,0,0,0,0,0
5412OP,"Miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,2027,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,11012,667804,0,865,0,0,0,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0
55,Management of companies and enterprises,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4706,4038,251519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Administrative and support services,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,0,0,0,0,0,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,3722,4773,0,410412,236,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
562,Waste management and remediation services,0,0,140,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,9,104,0,0,50884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,0
61,Educational services,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,1460,12982,0,0,0,118315,0,0,0,0,358,0,4175,5532,14,0,0,0,0,0,0,0
621,Ambulatory health care services,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0,181,132,0,0,0,0,447138,0,347,0,0,0,0,143,0,0,0,0,0,0,0,0
