IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing Services,Other Real Estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
111CA,Farms,295131,4641,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389,0,0,0,0,0,0,0,0,0,0
113FF,"Forestry, fishing, and related activities",13,40269,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Oil and gas extraction,0,0,174778,240,30022,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17134,492,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"Mining, except oil and gas",0,0,0,85503,5136,0,10709,0,238,19,0,0,0,0,0,0,0,0,0,0,0,0,0,230,2360,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Support activities for mining,0,0,556,25,47769,0,3126,0,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Utilities,0,0,12,0,0,383936,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,0,0
23,Construction,0,0,0,0,0,0,1090023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Wood products,0,0,0,0,0,0,571,62780,41,0,53,0,0,0,0,0,192,4,0,0,0,12,0,0,11,43,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
327,Nonmetallic mineral products,0,0,6,335,1,0,2502,11,83617,0,100,20,3,28,1,28,24,20,0,354,0,69,0,42,143,195,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
331,Primary metals,0,0,0,0,0,0,748,0,105,160297,1388,293,9,639,0,0,14,0,0,7,0,72,0,14,432,16,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0
332,Fabricated metal products,0,0,0,0,0,0,3800,555,146,1633,260691,3637,395,169,864,235,364,508,0,8,1,8,247,0,494,1173,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,1465,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,1006,0
333,Machinery,0,0,0,0,0,0,1460,0,131,93,3028,264037,1041,1029,620,825,74,455,234,0,0,8,0,0,539,355,4232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,929,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0
